slug,size,hash,path
cdc,123847938,d0bc10d20e258ca48894b93b0c89be00b47244580c7da1d33bef52dc4e68c78a,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241115232311889-20742304-bc9-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b68631f4e8611a48fe901c784ae431e182f1dafa7ff011cba681c55e6db2fe85
cdc,4956303748,07d5c02ddb92a19c23de891ba792c414bf5fce7a1f22337e1126ec9b34334d3c,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118163308469-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ec0ba7cc98af2800039aa01c3519aea024fc33bfb0185612047d9e090838681a
cdc,7374662398,f646f038906ff25ca92948ef6969688e045edb3dc746b61c9ac5d71d383ac5e4,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117104222090-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b2987b0b05b7c2817361377703b65e346825eb9afbb4e36dd8af28f0d6e12748
cdc,2907847892,fcfb0a71d7bc42610065094981b6fc7a6bad8a806485ccedc1797068a62c5ffa,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241119023531640-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=490580e4a1ef68f75f0381deb9986c197ed489b23c23240c4bc5565e36950f9a
cdc,2590629566,6c221e7221d6626988cef815ca5af3e3b8660eda7dd3c8efc8c26313fb61babe,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241119073634335-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=e46afd1c98e95c787ad1160e9b1ae1fdb09abb7d45ea3113a980eed6046e7bc2
cdc,567482006,a0725357a6158784450e7636a0afd13469f289ed74aee27f3210273e421f622e,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241119084858769-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=9134383d7b3f52d1a73ffc3b247ee736754423bece3601082e66a69f6563d862
cdc,3349936407,075f12425a362eb4cb84225e368bdb7759b040251a3984ffd1653342465e0ffc,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117034438486-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=21e135ba6286a3224d3457918ed84e27f46232d5267b4ff691d7881a541372f8
cdc,5664269688,63208fb719926ab2152d85b89ca611309c045d8acc7722fa9781b4e369ae786a,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241116174143028-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=bb4269b732b928729661f521b10719c39ee44558d986db906de8b972dcd8fd38
cdc,5707291847,8de063d6cc05f7f776c1d6f2760dee9c7b66c49b0a94b19a0ee0fe324a58a9fe,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241116151022515-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=d2a02b2f39bc8b95cb7002ddbdebc6441cda75cb55a3fe9b5b722c292910600d
cdc,6400326398,e8798492754e5c016c045c420c0e8b2717efc2c8e05792441b0e7858c06846f6,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117160007947-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=ca9e942e51cd33ad17c4c2b29ed270cbc82da1e02d5476d9c23a2bb44afa0e16
cdc,2872523533,20b0d8b2ff20e6f707ded45e8a2d90365164e6e81b8753deb95f6b4bb43ff402,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118213432181-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=910810b7339b1e14199c07ed34e2c2d1153fb8698e404205621998b8a96b7f96
cdc,5672549771,9076b6ff0c830e3197bd6d89927dc967f6141ea4f6417270dc12a3a64df8a09f,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241116084933428-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=de700c34f4a284d20683ff954f996e4930c73e03c7780cb0abe08aa84e4d866e
cdc,5678912766,ec7a7eaee9ba78fd8cbafa91a35b62f1f248ea3075af86c8046382578a421432,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118003052224-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=590fee97ffb79bf0b1e0800e0871dd701414b2446bef45f1c36439e52e5f258a
cdc,6350941996,63b4375ec2e7c92c9cf9aa9c3b83240192f704bc0792be152a79f851050c0d8a,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117071547101-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=a9f1b4ec931c5605cf1a9ac5d52ca87761657c6204b09d38d184215aabcd0d5e
cdc,9155239026,7daca696292948d378764aaf7adb582dfed913fdd058831c31603f48f9e7daf4,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117103511875-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=1a6c29e55cc04836ef3651e2cc0bd2b066f9cd866583e17f39c9c05e7b20b767
cdc,5892598619,bb05fd39735271b60cbfed3b035b8899eb511363514ecbd68d82583068bdf681,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118011707893-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=b1cfae526d8601812d0249e8996b4499e8f0c79064561f88875ae996f2500400
cdc,5872734318,744e2f5cf7eef0cc0519dfd8c451a7c19bac8ad5a34c81b76a149d36ecf8a33a,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117090219061-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=6a9cbb6e478fb57ca6f503cfbc1b897b0c2feea0535801325c2d89ce0fff8157
cdc,6520282664,ee6febfea106981c80e7a11729e80d46472a8aa9e9c141a8f2f59bff7b47ba98,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117203156280-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=0857bad4c07ac9ae07be2af948f21a9b66ff9e4fc49f358d5a37102a3fc519e3
cdc,7442602584,cabf5947f8ceabb04ee4956ca47d21e853f6dadbf04ef5085e076830897ceca6,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117102601426-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=bbc2e16f6edc53c5f7e35e5705d2ad1a88171eb97c5db73c78db248a2abdab2d
cdc,10308995867,560130673f3c32b94dcccec51b214f798a033af341c4f37a44f56f9f9e7cc411,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118012724422-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=d6ae21791432796786949c76fe43fed210f48e5952ffddd5749d91fbdf0b696d
cdc,4599399095,a04e9245be1cbe9a4fe2bcd5c356732ec9094922db7aeaaa3f60bf8de99bbbb3,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118063005487-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=117624a0d3c93d2ebb3845721c6fa7341450869c0da85ddf65fefb86aae4c533
cdc,5277603527,954fb861fcc0e11066502273706d553baf4f0599ecd646adcbf0c0ee67b53eb8,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241118113131117-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=34fd5431938674fe712b2acbc87d4f025f61b0ebe9c353452ea88be655ff39bb
cdc,5642394511,cafa3c87294a2aeae358ca4c5e08ddf4cd27cd7ed3187dfaf365354b9986594f,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117165734050-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=297f2395ae2735d64acdd9cd9ef006e5cd324c8cb2f955a5dd4bb13acbbf9f0d
cdc,5978156615,6022bf24ca14a8ecc99b58b10f2cdd7e1645d9dfbda2ad49bc26a442b3085a19,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117110257584-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=8a8aafe4124ce694ab47143496afa1026a67c8d92112835912d5622a5f97a9f5
cdc,5670085661,9f149aefb11caf878d67201f2db45857f11a0b0888aa88501414f6e7de0b899e,https://files.browsertrix.com/crawls/75f05fd9-ffe0-447d-be70-66d1e4bc4b6d/20241117124940299-19d6507f-b15-0.wacz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=jvxy5byse23n2ipxjgqhmjaysega%2F20260718%2Feu-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260718T023009Z&X-Amz-Expires=172800&X-Amz-SignedHeaders=host&X-Amz-Signature=f73f717f466449c70fde28ba5b95ae3def121cc26e706aa064d12fc20c4e2b4d
